Date,DJI,AXP,MMM,ATT,BA,CAT,CISCO,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MRK,MCD,MSFT,NKE
29/07/2011,12143.2,50.04,87.14,29.26,70.47,98.79,15.97,51.42,79.79,17.91,134.97,34.93,181.85,22.33,64.79,40.45,34.13,86.48,27.4,45.08
1/08/2011,12132.5,50.02,86.77,29.52,70.33,100.72,15.83,51.55,79.6,17.97,134.15,34.25,180.75,22.24,64.41,40.44,33.44,86.39,27.27,44.67
2/08/2011,11866.6,48.52,85.27,29.18,67.7,97.18,15.33,50.05,77.84,17.21,131.23,32.82,178.05,21.74,63.43,39.84,32.9,85.06,26.64,42.56
3/08/2011,11896.4,48.86,86.18,29.5,67.34,96.28,15.49,50.5,77.72,17.47,132.08,32.95,178.83,21.81,63.41,39.9,32.7,85.54,26.92,43.54
4/08/2011,11383.7,46.84,82.23,28.78,63.09,89.55,14.82,47.24,73.84,16.47,126.23,31.7,171.48,20.85,61.84,37.92,31.51,84.28,25.94,40.78
5/08/2011,11444.6,47.21,82.75,28.93,62.75,90.99,14.94,47.27,74.82,16.51,125.18,30.74,172.98,20.79,62.71,37.6,31.71,85.08,25.68,41.94
8/08/2011,10809.9,43.04,78.59,27.7,58.71,82.6,13.94,44.06,70.19,15.43,117.66,28.93,166.22,20.11,61.12,34.06,29.94,82.11,24.48,39.6
9/08/2011,11239.8,46.1,82.69,28.85,62.34,87.48,14.06,46.71,71.64,15.96,122.73,30.15,170.61,20.6,62.2,36.4,31.22,85.96,25.58,41.25
10/08/2011,10719.9,42.8,78.23,27.88,57.41,83.51,13.73,44.83,68.03,15.09,110.34,28.51,162.54,19.93,60.2,34.37,29.81,84.08,24.2,39.66
11/08/2011,11143.3,45.07,81.22,28.44,58.85,87.25,15.92,46.96,71.58,15.68,118.1,30.05,166.73,20.76,63.44,36.69,31.2,86.28,25.19,41.62
12/08/2011,11269,44.89,82.54,28.22,61.75,89.81,15.99,47.36,72,15.88,116.47,30.58,168.2,20.65,63.36,35.91,31.34,86.5,25.1,42.12
15/08/2011,11482.9,45.82,83.31,28.81,62.7,91.37,16.03,47.72,74.29,16.39,119.13,31.46,172.99,20.89,64.59,36.88,32.13,86.82,25.51,42.56
16/08/2011,11405.9,44.89,82.13,28.79,62.23,89.35,16,46.89,73.5,16.15,116.87,33.12,171.24,20.79,64.36,36.03,32.1,86.67,25.35,41.61
17/08/2011,11410.2,45.86,80.93,29.17,62.18,87.64,15.85,46.73,74.16,16.23,117.25,33.41,171.48,20.67,64.26,36.57,32.2,87.5,25.24,41.28
18/08/2011,10990.6,44.28,77.42,28.46,58.93,83.33,15.01,44.4,70.94,15.34,113.14,32.16,163.83,19.77,63.16,35.19,31.06,85.61,24.67,39.96
19/08/2011,10817.7,44.47,76.87,27.99,57.54,79.97,15.08,43.79,69.8,15.09,111.76,31.88,157.54,19.19,63.14,34.35,31.26,87.23,24.05,39.29
22/08/2011,10854.7,44.6,76.95,28.45,58.38,79.89,15.01,43.82,70.18,15.11,106.51,32.28,158.98,19.38,63.29,33.41,31.31,87.76,23.98,39.62
23/08/2011,11176.8,46.42,79.67,28.98,60.77,82.98,15.44,45.42,73.66,15.54,106.86,33.11,164.32,19.71,64.97,34.78,31.94,89.53,24.72,41.8
24/08/2011,11320.7,48.08,80.29,29.43,61.69,85.4,15.46,46.11,73.54,15.72,110.31,34.37,166.76,19.8,65.53,35.83,32.23,90.13,24.9,42.9
25/08/2011,11149.8,48.09,78.19,29.06,61.1,83.25,15.08,45.46,71.77,15.45,109.84,33.84,165.58,19.42,64.55,35.72,31.86,88.71,24.57,41.88
26/08/2011,11284.5,48.48,80.01,29.04,62.8,85.16,15.32,46.09,72.64,15.54,111.75,34,169.14,19.77,64.28,36.21,31.92,89.93,25.25,43.14
29/08/2011,11539.3,48.55,82.1,29.26,64.6,88.15,15.74,47.5,74.12,16.04,116.07,33.99,172.62,20.3,65.86,37.64,32.46,90.79,25.84,44.27
30/08/2011,11560,48.66,82.07,29.62,66.03,89.83,15.63,48.22,73.91,16.12,115.18,33.57,172.51,20.24,65.77,37.06,32.7,90.78,26.23,43.18
31/08/2011,11613.5,49.71,82.98,28.48,66.86,91,15.67,48.27,74.02,16.31,116.22,33.38,171.91,20.13,65.8,37.56,33.1,90.41,26.6,43.32
1/09/2011,11493.6,49.5,81.61,28.27,66.05,88.55,15.82,47.82,73.49,16.2,112.16,32.93,170.33,19.99,65.33,36.3,32.9,90.07,26.21,43.28
2/09/2011,11240.3,48.51,79.35,28.05,64.03,85.38,15.41,46.76,72.14,15.76,107.06,32.18,166.98,19.64,64.07,34.63,32.37,89.09,25.8,42.02
6/09/2011,11139.3,48.06,78.08,27.83,62.77,85.7,15.28,46.14,71.15,15.25,104.56,32.05,165.11,19.54,64.64,33.44,32.25,88.82,25.51,41.88
7/09/2011,11414.9,49.98,80.57,28.13,64.9,88.69,15.88,47.44,73.65,15.8,108.34,32.87,167.31,20.08,65.43,34.82,32.96,89.29,26,43.26
8/09/2011,11295.8,49.53,79.26,27.96,62.81,87.04,16.29,46.4,72.82,15.59,104.79,32.46,165.25,19.9,64.95,33.51,32.78,88.61,26.22,42.66
9/09/2011,10992.1,47.28,76.65,27.54,61.79,83.96,15.82,45.27,71.01,15.09,102.25,31.87,161.37,19.7,63.64,32.08,31.84,85.03,25.74,41.25
12/09/2011,11061.1,47.46,78.22,27.88,62.39,83.87,16.09,44.28,71.84,15.01,102.92,32.35,162.42,20.28,63.59,32.42,32,86.19,25.89,42.18
13/09/2011,11105.9,47.9,77.81,28.12,62.85,85.02,16.35,44.66,71.65,15.41,104.09,32.66,163.43,20.76,63.61,32.49,31.74,86.12,26.04,42.91
14/09/2011,11246.7,48.99,79.44,28.26,63.03,85.45,16.33,45.52,72.64,15.79,104.54,33.54,167.24,21.12,63.73,32.8,32.12,86.75,26.5,43.74
15/09/2011,11433.2,49.36,80.63,28.54,64.32,86.6,16.67,46.48,74.01,16.08,107.97,34.28,170.09,21.54,64.4,33.81,32.49,88.07,26.99,44.02
16/09/2011,11509.1,50.12,80.53,28.94,65.38,85.9,16.62,47.12,74.55,16.33,107.49,34.61,172.99,21.97,64.59,33.43,32.68,88.29,27.12,44.88
19/09/2011,11401,48.68,79.21,28.58,64.15,84.6,16.51,46.38,73.7,16.18,104.81,34.35,173.13,21.93,64.14,32.49,32.25,88.81,27.21,45.1
20/09/2011,11408.7,49.27,79.21,28.85,63.56,83.66,16.53,45.96,74.01,16.04,102.61,34.81,174.72,22.2,64.22,32.25,32.5,89.31,26.98,44.73
21/09/2011,11124.8,48.23,76.34,28.3,61.02,79.36,15.84,44.61,71.97,15.38,97.86,33.84,173.02,21.94,63.13,30.34,31.85,87.52,25.99,42.87
22/09/2011,10733.8,46.63,72.9,27.75,58.72,73.9,15.33,41.65,69.24,15.04,93.98,33.05,168.62,21.62,61.92,29.27,31.13,85.99,25.06,42.09
23/09/2011,10771.5,46.45,73.99,27.85,59.51,73.86,15.61,40.46,69.31,15.21,95.18,33.72,169.34,22.16,61.59,29.59,31.05,87.37,25.06,44.32
26/09/2011,11043.9,47.56,75.19,28.34,62.01,76.85,15.99,41.54,71.72,15.57,99.14,34,174.51,22.24,62.69,31.65,31.61,89.34,25.44,44.66
27/09/2011,11190.7,47.08,76.28,28.67,62.78,77.67,16.07,42.26,72.91,15.76,99.55,33.88,177.71,22.54,63.82,31.57,32.14,89.74,25.67,45.29
28/09/2011,11010.9,46.47,73.6,28.55,61.92,75.08,15.84,40.89,72.07,15.45,96.32,33.6,177.55,22.31,63.25,30.47,31.94,88.03,25.58,44.24
29/09/2011,11154,46.72,74.53,28.84,62.37,75.39,15.85,41.35,73.88,15.86,99.87,33.79,179.17,22.21,63.9,31.39,32.66,88.78,25.45,44
30/09/2011,10913.4,44.9,71.79,28.52,60.51,73.84,15.5,39.97,72.63,15.22,94.55,32.87,174.87,21.34,63.69,30.12,32.7,87.82,24.89,42.76
3/10/2011,10655.3,43.48,70.93,28.16,58.25,70.55,15.19,38.49,71.15,14.69,90.08,31.59,173.29,20.62,62.08,28.65,31.57,86.02,24.53,41.52
4/10/2011,10808.7,43.43,72.01,28.31,59.14,72.54,15.58,40.23,72.83,14.86,94.58,32.47,174.74,21.22,62.17,30.26,31.35,86.48,25.34,42.86
5/10/2011,10940,43.41,72.53,28.31,59.96,74.26,16.16,41.21,73.95,15.27,94.29,32.83,176.85,21.85,62.35,30.84,31.46,85.83,25.89,43.9
6/10/2011,11123.3,44.43,74.65,28.41,61.48,77.09,16.75,41.86,73.89,15.53,97.93,33.38,181.69,22.03,62.81,32.38,31.42,87.11,26.34,44.64
7/10/2011,11103.1,43.43,73.82,28.44,61.81,75.52,16.66,41.9,73.56,15.5,92.69,33.92,182.39,22.29,63.13,30.7,31.61,87.2,26.25,44.08
10/10/2011,11433.2,45.45,76.72,29.17,64.03,79.13,17.09,43.17,76.28,16.14,96.14,34.66,186.62,22.88,64.43,32.3,32.35,88.51,26.94,45.36
11/10/2011,11416.3,45.76,76.42,28.77,63.97,80.66,16.99,43.42,76.27,16.14,96.7,34.71,185,22.99,63.96,32.3,31.93,89.34,27,44.92
12/10/2011,11518.9,47.03,78.36,28.99,64.32,81.7,17.25,43.98,77.16,16.4,99.11,34.72,186.12,23.12,64.33,33.2,32.57,88.36,26.96,45.9
13/10/2011,11478.1,46.33,77.8,29.1,63.53,81.44,17.42,43.77,76.37,16.22,96.15,34.41,186.82,23.39,64.23,31.6,32.7,89.31,27.18,46.1
14/10/2011,11644.5,46.1,78.89,29.17,63.89,84.09,17.55,45.09,78.11,16.6,96.73,35.05,190.53,23.5,64.72,31.89,32.98,89.94,27.27,46.48
17/10/2011,11397,45.12,75.88,29.02,61.78,81.52,17.17,43.78,77.47,16.23,96.9,34.65,186.59,23.28,63.79,31.04,32.31,88.66,26.98,45.51
18/10/2011,11577.1,46.68,78.36,29.21,63.47,84.72,17.51,44.98,78.89,16.71,102.25,35.95,178.9,23.4,64.42,32.87,32.79,89.64,27.31,45.74
19/10/2011,11504.6,46.13,77.7,29.09,63.11,83.56,17.16,43.8,78.43,16.52,100.79,35.4,177.39,24.24,62.64,32.25,32.54,89.62,27.13,45.64
20/10/2011,11541.8,46.19,78.68,28.99,62.49,84.26,17.19,44.13,78.71,16.63,100.86,35.73,177.25,23.61,62.53,33.13,32.8,89.01,27.04,45.94
21/10/2011,11808.8,48.46,80.48,29.13,64.59,87.39,17.38,45.15,80.13,16.31,102.09,36.86,181.63,24.03,63.78,33.42,33.35,92.32,27.16,47.18
24/10/2011,11913.6,49.92,82.18,28.88,64.75,91.77,17.54,46.09,80.17,16.45,103.98,36.7,182.25,24.59,64.73,34.57,33.53,92.01,27.19,47.54
25/10/2011,11706.6,49.42,77.04,28.41,63.72,89.89,17.62,44.94,79.44,16.22,100.44,36.04,180.36,24.63,63.69,33.49,32.91,91.77,26.81,46.88
26/10/2011,11869,50.45,77.02,28.75,66.56,91.57,17.61,46.1,81.07,16.35,106.33,36.55,181.97,24.7,64.49,34.18,33.54,91.78,26.59,47.1
27/10/2011,12208.6,51.81,81.41,29.14,67.68,96.27,18.44,48.36,81.88,17.22,114.91,37.37,186.34,25.13,65.3,36.67,34.31,93.51,27.25,47.92
28/10/2011,12231.1,52.1,81,29.74,68.17,96.85,18.56,49.36,81.48,17.25,115.86,36.12,187.45,24.98,65.6,36.69,35.11,93.29,26.98,48.38
31/10/2011,11955,50.62,79.02,29.31,65.79,94.46,18.53,48.07,78.09,16.71,109.55,35.8,184.63,24.54,64.39,34.76,34.5,92.85,26.63,48.18
1/11/2011,11658,48.99,76.53,28.7,63.17,91.63,17.59,46.88,75.94,16.02,103.54,35.54,181.35,23.9,63.38,32.71,34.06,91.91,25.99,46.94
2/11/2011,11836,50.32,78.06,29.08,64.4,93.94,17.85,47.83,77.37,16.25,106.13,35.99,183.92,23.85,63.64,33.64,34.19,92.53,26.01,47.47
3/11/2011,12044.5,51.68,79.64,29.44,66.19,96,18.18,48.85,78.86,16.67,107.68,36.45,187.3,24.2,64.34,34.38,34.53,93,26.53,47.84
4/11/2011,11983.2,51.18,79.3,29.16,65.8,95.74,18.03,48.7,78.52,16.39,105.04,36.39,186.38,23.74,64.12,33.97,34.02,93.81,26.25,47.19
7/11/2011,12068.4,51.25,79.69,29.44,66.29,95,18.01,48.99,79.35,16.39,105.57,37.34,187.32,24.28,64,34.24,34.32,94.62,26.8,46.9
8/11/2011,12170.2,51.34,81.83,29.46,66.65,95.89,18.31,49.81,79.76,16.48,108.58,37.94,187.25,24.75,64.86,35.02,34.47,94.6,27.16,47.71
9/11/2011,11780.9,49.21,79,28.91,64.55,91.64,17.61,47.59,77.39,15.85,99.67,37.16,182.24,23.84,63.53,32.54,33.79,92.65,26.2,46.18
10/11/2011,11893.9,49.09,80.32,29.16,64.83,92.2,18.61,47.51,78.7,16.06,99.5,37.2,183.35,24.06,64.12,32.74,34.97,93.26,26.28,46.96
11/11/2011,12153.7,50.37,82.29,29.42,66.92,96.13,19.02,48.52,79.72,16.3,101.66,38.06,187.38,24.85,65.25,33.28,35.97,94.76,26.91,48.08
14/11/2011,12079,49.45,81.87,29.19,67.94,96.53,18.94,48.25,78.96,16.1,99.29,38.25,187.35,24.63,64.91,32.55,35.67,94.06,26.76,47.88
15/11/2011,12096.2,49.95,81.87,29.25,67.94,97.07,19.12,48.3,79.09,16.2,99.75,38.07,188.75,25.34,64.99,32.7,35.73,94.47,26.74,47.98
16/11/2011,11905.6,48.12,81.87,28.78,66.34,95.75,18.8,47.1,78.25,15.95,95.6,37.84,186.62,24.94,64.4,31.47,35.09,93.15,26.07,46.85
17/11/2011,11770.7,46.7,80.43,28.61,66.09,93.81,18.48,46.07,77.86,15.64,92.35,37.62,185.73,24.34,63.94,30.49,34.84,92.29,25.54,45.94
18/11/2011,11796.2,46.88,80.54,28.64,67.46,93.93,18.42,46.41,77.9,15.65,91.91,37.88,185.24,24.29,63.85,30.62,34.95,92.74,25.3,46.38
21/11/2011,11547.3,46.06,78.39,28.36,65.56,91.12,18,45.48,76.91,15.24,91.3,37.06,181.48,23.57,62.94,29.91,34.14,92.28,25,45.53
22/11/2011,11493.7,46,77.83,28.08,64.35,89.99,17.92,45.4,76.03,14.99,89.4,37.1,181.31,23.24,62.9,29.41,33.81,92.65,24.79,45.82
23/11/2011,11257.6,45.1,75.54,27.55,62.36,87.76,17.4,44.08,74.58,14.73,87.89,36.52,177.95,22.7,61.99,28.38,33.19,91.87,24.47,45.46
25/11/2011,11231.7,45,76.13,27.41,62.78,86.72,17.5,43.86,73.9,14.7,88.75,36.47,177.06,22.73,61.27,28.48,33.16,92.1,24.3,45.14
28/11/2011,11523,46.01,77.72,27.95,64.99,91.48,18.01,45.01,75.84,14.8,90.78,37.3,182.21,23.46,62.37,29.16,34.26,93.76,24.87,47.46
29/11/2011,11555.6,45.55,77.24,28.06,65.26,90.54,17.68,45.08,76.93,14.92,88.81,38.96,180.94,23.58,62.78,28.56,34.48,93.46,24.84,47.44
30/11/2011,12045.7,48.04,81.04,28.98,68.69,97.88,18.64,47.72,80.44,15.91,95.86,39.22,188,24.91,64.72,30.97,35.75,95.52,25.58,48.09
1/12/2011,12020,47.79,80.3,28.84,70.98,96.82,18.58,47.29,79.79,15.91,94.43,39.34,189.45,24.92,64.45,30.46,35.68,95.5,25.28,47.62
2/12/2011,12019.4,48.23,79.76,28.96,71.3,96.29,18.55,47.02,79.79,16.09,97.25,39.94,189.66,24.64,63.47,32.33,35.48,95.7,25.22,48.12
5/12/2011,12097.8,48.78,80.93,29.15,71.09,96.85,18.79,47.98,80.45,16.33,99.82,40.23,190.84,25.01,63.36,33.51,35.26,95.35,25.7,48.3
6/12/2011,12150.1,48.56,82.13,29.17,70.87,95.96,18.73,47.94,80.82,16.72,101.16,40.32,192.94,25.35,63.49,33.23,35.4,96.01,25.66,48.12
7/12/2011,12196.4,49.16,82.39,29.4,70.6,94.89,18.99,48.08,81.08,16.74,105.13,40.73,194.05,25.66,64.45,34,35.61,96.45,25.6,47.94
8/12/2011,11997.7,47.81,80.46,28.86,70.17,92.92,18.57,46.52,79.87,16.31,99.92,39.91,191.58,24.71,63.78,32.22,35.19,96.92,25.4,47.59
9/12/2011,12184.3,48.8,82.2,29.03,71.93,95.97,18.88,45.04,81.34,16.84,101.45,40.23,194.56,25.01,64.53,33.18,35.68,98.03,25.7,48.84
12/12/2011,12021.4,47.89,80.59,29.01,70.9,93.24,18.53,43.91,80.05,16.46,98.03,40.05,192.18,24,63.51,32.04,35.41,98.48,25.51,48.48
13/12/2011,11954.9,47.39,79.41,29.04,70.9,90.98,18.47,43.49,80.53,16.42,95.04,39.51,191.15,23.56,63.36,31.29,34.99,98,25.76,47.52
14/12/2011,11823.5,47.08,78.51,28.81,69.94,87,17.98,43.22,79.44,16.61,93.25,39.14,188.72,23.31,63.18,31.51,35.56,97.61,25.59,47.2
15/12/2011,11868.8,46.42,78.86,28.79,70.61,87.7,18.04,43.7,80.03,16.79,91.9,39.42,187.48,23.31,64,31.76,36.36,98.14,25.56,47.04
16/12/2011,11866.4,46.88,78.87,28.85,71.01,87.2,17.94,43.98,80.16,17.01,90.1,40.42,183.57,23.23,64.3,31.89,36.25,97.49,26,46.84
19/12/2011,11766.3,46.04,77.82,28.74,70.16,87.25,17.69,43.24,79.53,16.86,87.7,40.2,182.89,23.1,63.53,30.7,36.47,97.24,25.53,46.69
20/12/2011,12103.6,47.92,80.31,29.12,72.44,91.73,18.4,45.01,82,17.28,90.98,41.95,187.24,23.84,64.52,32.21,37.07,98.82,26.02,46.82
21/12/2011,12107.7,47.49,80,29.3,73.59,91.63,17.92,45.18,83.12,17.69,92,42,181.47,23.68,64.96,32.32,37.33,99.2,25.76,48.18
22/12/2011,12169.7,47.63,80.97,29.66,74.29,91.81,18.13,45.57,84.29,18.05,94.42,41.92,182.04,24.02,65.18,33.45,37.56,98.6,25.81,47.41
23/12/2011,12294,47.95,82.2,29.87,73.97,92.25,18.46,46.17,85.22,18.23,93.79,42.09,184.75,24.4,65.98,33.57,37.9,100.15,26.03,48.45
27/12/2011,12291.4,47.66,82.28,30.04,74.27,91.55,18.58,46.23,85.28,18.01,91.9,42.22,184.95,24.56,66.02,33.03,37.75,100.55,26.04,48.88
28/12/2011,12151.4,46.97,81.15,29.95,73.26,89.37,18.16,45.46,84.18,17.83,90.12,41.53,183.99,24.22,65.45,32.65,37.43,99.58,25.82,48.22
29/12/2011,12287,47.52,82.11,30.17,74.11,90.58,18.25,45.85,85.27,18.07,91.01,42.01,186.18,24.55,65.88,33.42,37.73,100.81,26.02,48.73
30/12/2011,12217.6,47.17,81.73,30.24,73.35,90.6,18.08,45.78,84.76,17.91,90.43,42.04,183.88,24.25,65.58,33.25,37.7,100.33,25.96,48.18
3/01/2012,12397.4,48.39,83.49,30.38,74.22,93.98,18.63,46.51,86,18.36,95.36,42.14,186.3,24.54,65.88,34.98,38.3,98.84,26.76,48.4
4/01/2012,12418.4,48.24,84.18,30.43,74.33,94.85,18.99,47.02,86.02,18.56,94.74,42.74,185.54,25.11,65.48,34.95,38.34,99.39,27.4,49.11
5/01/2012,12415.7,48.8,83.8,30.4,73.53,95.52,18.92,46.7,85.76,18.55,94.58,43.09,184.66,25.4,65.4,35.68,38.74,99.83,27.68,49.08
6/01/2012,12359.9,48.27,83.37,29.68,73.98,95.76,18.85,46.04,85.12,18.65,93.42,43.2,182.54,25.25,64.83,35.36,38.47,100.6,28.1,49
9/01/2012,12392.7,48.39,83.87,29.66,74.53,97.1,18.97,46.43,85.5,18.86,94.69,43.23,181.59,25.46,64.93,35.3,38.39,99.64,27.74,49.18
10/01/2012,12462.5,48.67,84.3,29.76,75,99.96,18.83,47.14,85.72,18.72,98.33,43.53,181.31,25.59,65.2,36.05,38.52,99.7,27.84,49.24
11/01/2012,12449.5,48.95,83.77,29.99,74.74,99.64,19.07,47.3,85.08,18.88,99.76,43.46,182.32,25.8,65.13,36.66,38.41,99.93,27.72,49.07
12/01/2012,12471,49.65,84.28,30.12,75.51,101.94,19.15,48.1,84.74,18.93,101.21,43.39,180.55,25.75,65.23,36.85,38.61,100.57,28,49.55
13/01/2012,12422.1,49.76,83.6,30.07,74.6,102.48,19.06,48.4,84.88,18.84,98.96,43.51,179.16,25.14,65.26,35.92,38.32,100.35,28.25,49.15
17/01/2012,12482.1,50.22,84.23,30.25,75.24,103.37,19.3,48.54,85.69,18.74,97.68,43.74,180,25.04,65.12,34.91,38.82,100.55,28.26,49.62
18/01/2012,12579,50.56,85.07,30.33,75.06,104.26,19.54,49.45,86.45,19.02,104.31,44.88,181.07,25.39,65.28,36.54,38.87,101.56,28.23,50.43
19/01/2012,12624,50.95,85.8,30.42,75.56,105.75,19.79,49.4,87.03,19.15,107.68,45.41,180.52,25.63,65.19,36.93,39.26,101.26,28.12,50.79
20/01/2012,12720.5,50.04,85.65,30.51,75.52,105.64,19.92,49.42,87.49,19.15,108.74,44.51,188.52,26.38,65.27,37.36,39.2,101.74,29.71,50.88
23/01/2012,12708.8,49.44,85.61,30.4,75.51,106.37,19.83,49.35,87.47,18.94,108.19,44.88,189.98,26.71,65,37.66,38.77,100.95,29.73,50.78
24/01/2012,12675.8,49.23,85.93,30.09,75.36,106.29,19.82,49.41,87.18,18.84,108.87,44.96,191.93,26.9,65,37.66,38.78,98.75,29.34,51.1
25/01/2012,12758.9,50.17,86.48,30.21,75.82,109.05,19.83,50.59,87.22,19.13,108.27,45.26,191.73,26.9,65.22,37.6,38.68,99.23,29.56,51.6
26/01/2012,12734.6,49.98,87.58,29.45,75.31,111.31,19.83,50.94,86.77,19.07,108.56,44.95,190.98,26.75,65.7,37.49,38.78,99.18,29.5,51.15
27/01/2012,12660.5,49.85,87.46,29.16,74.55,111.28,19.56,50.72,85.83,19.03,111.77,44.87,190.46,26.73,65.56,37.21,38.52,98.69,29.23,51.06
30/01/2012,12653.7,49.12,87.34,29.34,74.16,110.41,19.56,50.97,85.49,18.9,109.73,44.77,192.5,26.74,65.71,37.01,38.89,98.69,29.61,51.7
31/01/2012,12632.9,50.14,86.71,29.41,74.18,109.12,19.64,50.89,83.74,18.71,111.47,44.39,192.6,26.42,65.91,37.3,38.27,99.05,29.53,52
1/02/2012,12716.5,50.62,87.35,29.6,75.37,110.52,19.8,51.56,83.97,18.77,113.45,44.47,192.62,26.55,65.69,37.6,38.63,98.4,29.89,51.88
2/02/2012,12705.4,51.16,87.43,29.79,75.22,110.33,19.8,51.4,83.53,18.75,113.39,44.46,191.53,26.49,65.59,37.55,38.44,98.62,29.95,51.41
3/02/2012,12862.2,52.25,87.73,29.95,76.34,113.94,20.09,52.01,84.92,19.02,117.53,45.17,193.64,26.74,65.64,38.28,38.37,100.01,30.24,51.8
6/02/2012,12845.1,51.81,87.56,29.97,75.46,113.78,20.19,51.78,85.75,19.05,117.39,45.2,192.82,26.72,65.19,38.14,38.4,99.49,30.2,51.73
7/02/2012,12878.2,52.13,87.89,30.04,75.2,113.81,20.2,51.61,86.34,19.18,115.98,45.46,193.35,26.64,65.26,37.87,38.63,100.91,30.35,52.12
8/02/2012,12884,51.64,87.97,30.02,75.46,114.04,20.43,51.65,85.32,19.24,116.15,45.17,192.95,26.85,65.24,38.3,38.42,100.05,30.66,52.96
9/02/2012,12890.5,52.31,88.02,29.99,75.9,112.83,20,52.06,84.88,19.13,115.88,45.27,193.13,26.86,64.89,37.86,38.15,99.99,30.77,52.88
10/02/2012,12801.2,51.81,87.14,29.84,74.95,111.75,19.9,51.15,83.8,18.88,114.12,45.33,192.42,26.7,64.6,37.61,37.91,99.47,30.5,52.7
13/02/2012,12874,52.07,88.03,30.04,74.85,113.7,20.03,50.6,84.42,19.07,114.53,45.93,192.62,26.7,64.68,38.3,38.11,99.65,30.58,52.61
14/02/2012,12878.3,51.96,87.99,30.07,75.56,114.45,20.07,49.66,84.67,18.94,112.87,46.06,192.22,26.78,64.61,37.92,38.21,99.55,30.25,53.32
15/02/2012,12781,51.52,87.01,29.87,75.21,112.53,19.91,49.46,84.12,18.76,113.17,45.71,192.25,26.58,64.65,37.4,38.02,98.61,30.05,53.3
16/02/2012,12904.1,52.87,87.65,30.02,75.27,113.96,20.19,50.53,85.41,19.01,114.74,45.93,193.02,26.82,64.92,38,38.14,99.26,31.28,53.08
17/02/2012,12949.9,52.86,87.56,30.01,75.35,113.95,20.29,51.48,85.62,19.28,115.91,46.71,193.42,27.37,64.99,38.47,38.56,99.99,31.25,53.34
21/02/2012,12965.7,52.85,87.6,30.34,75.72,115,20.36,51.6,86.57,19.41,116.63,46.92,193.39,27.16,65.04,38.46,38.13,100.49,31.44,52.48
22/02/2012,12938.7,52.79,87.76,30.28,76.06,115.81,20.12,51.28,86.92,19.39,114.36,46.57,193.87,26.73,65,38.07,38.22,100.66,31.27,52.86
23/02/2012,12984.7,52.67,87.9,30.46,75.85,116.2,20.23,51.43,87.02,19.31,115.8,46.95,197.61,26.66,65.1,38.49,38.51,100.81,31.37,53.07
24/02/2012,12983,53.33,88.2,30.34,76.06,116,20.14,50.99,87.34,19.24,115.87,46.98,197.76,26.7,64.46,38.28,38.2,100.32,31.48,53.14
27/02/2012,12981.5,54.18,88.07,30.36,75.21,115.63,20.17,51.2,87.23,19.07,116.23,46.93,197.53,26.89,64.45,39.06,38.15,100.36,31.35,53.58
28/02/2012,13005.1,53.76,87.77,30.53,75.16,115.76,20.2,51.39,87.14,19.16,117.11,47.23,197.98,27.24,65.18,39.21,38.38,99.78,31.87,53.72
29/02/2012,12952.1,52.89,87.6,30.59,74.95,114.21,19.88,50.85,86.5,19.05,115.14,47.57,196.73,26.88,65.08,39.24,38.17,99.28,31.74,53.96
1/03/2012,12980.3,53.57,87.49,30.63,75.08,113.39,19.88,51.33,86.83,19.12,121.13,47.46,197.53,26.86,64.83,40.37,37.79,99.25,32.29,54.27
2/03/2012,12977.6,52.99,87.52,30.87,74.9,112.49,19.76,51.45,86.33,18.97,119.96,47.41,198.81,26.92,64.77,40.63,37.93,99.5,32.08,54.37
5/03/2012,12962.8,52.97,87.06,30.99,74.13,110.09,19.6,50.89,87.01,18.85,118.63,47.39,200.66,26.54,64.91,40.4,38.45,99.94,31.8,54.62
6/03/2012,12759.2,51.74,84.95,30.72,72.56,105.93,19.48,50.03,85.86,18.42,113.67,46.39,197.26,26.6,64.35,39.32,37.44,99.89,31.56,53.67
7/03/2012,12837.3,52.27,85.47,30.88,73.52,108.28,19.41,50.23,85.83,18.77,116.4,47.39,197.77,26.91,64.3,39.95,37.31,100.18,31.84,53.79
8/03/2012,12907.9,52.95,86.71,31,74.17,110.28,19.68,51.08,84.83,19.03,117.17,47.82,199.81,26.84,64.85,40.44,37.4,96.96,32.01,53.95
9/03/2012,12922,53.2,86.8,31.18,73.29,110.22,19.8,51.5,84.3,19.04,117.29,48.1,200.62,27.07,64.74,41.03,37.6,96.84,31.99,54.99
12/03/2012,12959.7,52.77,87.54,31.44,73.6,108.94,19.83,51.2,85.55,19.13,116.99,48.59,201,26.98,65.1,40.54,38.1,96.66,32.04,54.72
13/03/2012,13177.7,54.25,88.75,31.63,74.31,113.3,20.22,52.68,86.86,19.59,124.54,49.14,203.78,27.49,65.33,43.39,38.28,96.78,32.67,55.38
14/03/2012,13194.1,56.15,88.87,31.45,75.23,112.27,20.2,52.66,86.02,19.79,120.37,49.47,204.72,27.46,65.08,43.58,38.22,97.29,32.77,55.15
15/03/2012,13252.8,56.72,90,31.64,75.43,113.45,19.91,53.56,86.09,20.16,123.06,49.2,206,27.75,65.07,44.7,38.06,98.04,32.85,55.36
