"Date" "AAPL" "MSFT"
"705" "17/10/2000" 10.06 25.22
"706" "18/10/2000" 10.06 25.88
"707" "19/10/2000" 9.47 30.94
"708" "20/10/2000" 9.75 32.59
"709" "23/10/2000" 10.19 31.06
"710" "24/10/2000" 9.44 30.75
"711" "25/10/2000" 9.25 30.62
"712" "26/10/2000" 9.25 32.22
"713" "27/10/2000" 9.28 33.84
"714" "30/10/2000" 9.66 34.53
"715" "31/10/2000" 9.78 34.44
"716" "1/11/2000" 10.25 34.81
"717" "2/11/2000" 11.16 35.16
"718" "3/11/2000" 11.12 34.12
"719" "6/11/2000" 10.72 34.75
"720" "7/11/2000" 10.66 35.25
"721" "8/11/2000" 10.03 34.72
"722" "9/11/2000" 10.09 35.44
"723" "10/11/2000" 9.53 33.69
"724" "13/11/2000" 9.69 33.22
"725" "14/11/2000" 10.12 34.41
"726" "15/11/2000" 9.94 35.03
"727" "16/11/2000" 9.5 34.47
"728" "17/11/2000" 9.25 34.53
"729" "20/11/2000" 9.47 33.59
"730" "21/11/2000" 9.41 33.88
"731" "22/11/2000" 9.25 34.12
"732" "24/11/2000" 9.66 34.97
"733" "27/11/2000" 9.34 35.34
"734" "28/11/2000" 9.02 33.5
"735" "29/11/2000" 8.78 32.53
"736" "30/11/2000" 8.25 28.69
"737" "1/12/2000" 8.53 28.31
"738" "4/12/2000" 8.34 28.22
"739" "5/12/2000" 8.5 29.94
"740" "6/12/2000" 7.16 28.34
"741" "7/12/2000" 7.16 26.56
"742" "8/12/2000" 7.53 27.22
"743" "11/12/2000" 7.59 29.03
"744" "12/12/2000" 7.69 29.19
"745" "13/12/2000" 7.5 28.62
"746" "14/12/2000" 7.22 27.75
"747" "15/12/2000" 7.03 24.59
"748" "18/12/2000" 7.12 23.91
"749" "19/12/2000" 7 22.41
"750" "20/12/2000" 7.19 20.75
"751" "21/12/2000" 7.03 21.72
"752" "22/12/2000" 7.5 23.22
"753" "26/12/2000" 7.34 23.44
"754" "27/12/2000" 7.41 23.22
"755" "28/12/2000" 7.41 22.28
"756" "29/12/2000" 7.44 21.69
"757" "2/01/2001" 7.44 21.69
"758" "3/01/2001" 8.19 23.97
"759" "4/01/2001" 8.53 24.22
"760" "5/01/2001" 8.19 24.56
"761" "8/01/2001" 8.28 24.47
"762" "9/01/2001" 8.59 25.91
"763" "10/01/2001" 8.28 26.44
"764" "11/01/2001" 9 27.5
"765" "12/01/2001" 8.59 26.75
"766" "16/01/2001" 8.56 26.28
"767" "17/01/2001" 8.41 26.47
"768" "18/01/2001" 9.34 27.81
"769" "19/01/2001" 9.75 30.5
"770" "22/01/2001" 9.62 30.06
"771" "23/01/2001" 10.25 30.28
"772" "24/01/2001" 10.25 31.47
"773" "25/01/2001" 9.97 30.91
"774" "26/01/2001" 9.78 32
"775" "29/01/2001" 10.84 32.25
"776" "30/01/2001" 10.88 31.69
"777" "31/01/2001" 10.81 30.53
"778" "1/02/2001" 10.56 31.19
"779" "2/02/2001" 10.31 30.41
"780" "5/02/2001" 10.09 30.97
"781" "6/02/2001" 10.56 31.28
"782" "7/02/2001" 10.38 32.34
"783" "8/02/2001" 10.38 31.12
"784" "9/02/2001" 9.56 29.56
"785" "12/02/2001" 9.84 29.38
"786" "13/02/2001" 9.56 29.09
"787" "14/02/2001" 9.75 29.19
"788" "15/02/2001" 10.03 29.41
"789" "16/02/2001" 9.5 28.66
"790" "20/02/2001" 9.16 27.94
"791" "21/02/2001" 9.44 28.12
"792" "22/02/2001" 9.41 27.59
"793" "23/02/2001" 9.41 28.22
"794" "26/02/2001" 9.75 29.78
"795" "27/02/2001" 9.69 29.69
"796" "28/02/2001" 9.12 29.5
"797" "1/03/2001" 9.38 29.68
"798" "2/03/2001" 9.62 28.34
"799" "5/03/2001" 10.19 28.72
"800" "6/03/2001" 10.75 29.72
"801" "7/03/2001" 10.62 30.34
"802" "8/03/2001" 10.41 29.62
"803" "9/03/2001" 10.12 28.34
"804" "12/03/2001" 9.31 25.97
"805" "13/03/2001" 9.78 27.09
"806" "14/03/2001" 10.22 27
"807" "15/03/2001" 9.84 26.84
"808" "16/03/2001" 9.81 27.28
"809" "19/03/2001" 10.28 27.16
"810" "20/03/2001" 9.84 26.34
"811" "21/03/2001" 10.06 25.03
"812" "22/03/2001" 10.81 27
"813" "23/03/2001" 11.5 28.28
"814" "26/03/2001" 10.89 28.03
"815" "27/03/2001" 11.43 29.12
"816" "28/03/2001" 11.08 27.78
"817" "29/03/2001" 11.26 27.69
"818" "30/03/2001" 11.04 27.34
"819" "2/04/2001" 10.8 27.91
"820" "3/04/2001" 10.12 26.69
"821" "4/04/2001" 9.75 25.97
"822" "5/04/2001" 10.43 28.38
"823" "6/04/2001" 10.3 28.09
"824" "9/04/2001" 10.27 28.58
"825" "10/04/2001" 11.02 29.84
"826" "11/04/2001" 10.9 30.5
"827" "12/04/2001" 11.21 31.09
"828" "16/04/2001" 10.72 30.39
"829" "17/04/2001" 10.2 30.74
"830" "18/04/2001" 11.39 32.72
"831" "19/04/2001" 12.86 34.01
"832" "20/04/2001" 12.52 34.5
"833" "23/04/2001" 12.12 34.12
"834" "24/04/2001" 12.01 33.78
"835" "25/04/2001" 12.36 34.84
"836" "26/04/2001" 12.34 34.57
"837" "27/04/2001" 13.1 33.56
"838" "30/04/2001" 12.74 33.88
"839" "1/05/2001" 12.96 35.08
"840" "2/05/2001" 13.3 34.88
"841" "3/05/2001" 12.48 34.26
"842" "4/05/2001" 12.88 35.38
"843" "7/05/2001" 12.48 35.69
"844" "8/05/2001" 12.28 36.03
"845" "9/05/2001" 11.99 35.2
"846" "10/05/2001" 11.5 35
"847" "11/05/2001" 11.42 34.7
"848" "14/05/2001" 11.64 34.36
"849" "15/05/2001" 11.59 34.14
"850" "16/05/2001" 12.05 34.58
"851" "17/05/2001" 11.78 34.08
"852" "18/05/2001" 11.76 34.04
"853" "21/05/2001" 11.78 34.39
"854" "22/05/2001" 11.75 35.16
"855" "23/05/2001" 11.62 34.85
"856" "24/05/2001" 11.6 35.86
"857" "25/05/2001" 11.38 35.46
"858" "29/05/2001" 10.74 35.17
"859" "30/05/2001" 9.89 34.59
"860" "31/05/2001" 9.97 34.59
"861" "1/06/2001" 10.45 35.17
"862" "4/06/2001" 10.33 35.39
"863" "5/06/2001" 10.47 36.3
"864" "6/06/2001" 10.36 36.18
"865" "7/06/2001" 10.83 36.82
"866" "8/06/2001" 10.66 36.59
"867" "11/06/2001" 10.02 36.06
"868" "12/06/2001" 10.16 36.04
"869" "13/06/2001" 10.24 35.34
"870" "14/06/2001" 9.94 34.45
"871" "15/06/2001" 10.22 34.01
"872" "18/06/2001" 10.16 33.44
"873" "19/06/2001" 10.09 33.66
"874" "20/06/2001" 10.84 34.7
"875" "21/06/2001" 11.24 34.92
"876" "22/06/2001" 11.13 34.42
"877" "25/06/2001" 12 34.42
"878" "26/06/2001" 11.88 35.07
"879" "27/06/2001" 11.67 35.57
"880" "28/06/2001" 11.77 36.37
"881" "29/06/2001" 11.62 36.5
"882" "2/07/2001" 11.95 35.3
"883" "3/07/2001" 11.92 35.24
"884" "5/07/2001" 11.59 34.26
"885" "6/07/2001" 11.01 33.03
"886" "9/07/2001" 11.35 32.84
"887" "10/07/2001" 10.57 32.24
"888" "11/07/2001" 11.27 33.25
"889" "12/07/2001" 12.18 35.8
"890" "13/07/2001" 12.42 35.67
"891" "16/07/2001" 11.98 35.59
"892" "17/07/2001" 12.55 35.91
"893" "18/07/2001" 10.39 35.28
"894" "19/07/2001" 9.98 36.28
"895" "20/07/2001" 9.99 34.59
"896" "23/07/2001" 9.77 33.54
"897" "24/07/2001" 9.54 33.16
"898" "25/07/2001" 9.24 33.67
"899" "26/07/2001" 9.3 33.3
"900" "27/07/2001" 9.48 32.74
"901" "30/07/2001" 9.46 32.9
"902" "31/07/2001" 9.39 33.09
"903" "1/08/2001" 9.53 33.24
"904" "2/08/2001" 9.91 33.72
"905" "3/08/2001" 9.75 33.45
"906" "6/08/2001" 9.57 33.07
"907" "7/08/2001" 9.62 33.18
"908" "8/08/2001" 9.45 32.43
"909" "9/08/2001" 9.53 32.5
"910" "10/08/2001" 9.51 32.76
"911" "13/08/2001" 9.54 32.92
"912" "14/08/2001" 9.36 32.34
"913" "15/08/2001" 9.22 31.6
"914" "16/08/2001" 9.32 32.31
"915" "17/08/2001" 9.04 30.94
"916" "20/08/2001" 9.06 31.35
"917" "21/08/2001" 8.96 30.39
"918" "22/08/2001" 9.11 30.33
"919" "23/08/2001" 8.9 29.56
"920" "24/08/2001" 9.28 31.03
"921" "27/08/2001" 9.46 31.16
"922" "28/08/2001" 9.2 30.37
"923" "29/08/2001" 8.92 30.12
"924" "30/08/2001" 8.92 28.47
"925" "31/08/2001" 9.28 28.53
"926" "4/09/2001" 9.12 28.05
"927" "5/09/2001" 9.28 28.87
"928" "6/09/2001" 8.86 28.01
"929" "7/09/2001" 8.64 27.7
"930" "10/09/2001" 8.68 28.79
"931" "17/09/2001" 8.5 26.46
"932" "18/09/2001" 8.14 27.16
"933" "19/09/2001" 8.51 26.93
"934" "20/09/2001" 7.84 25.38
"935" "21/09/2001" 7.86 24.86
"936" "24/09/2001" 8.22 26
"937" "25/09/2001" 7.77 25.65
"938" "26/09/2001" 7.58 25.14
"939" "27/09/2001" 7.76 24.98
"940" "28/09/2001" 7.76 25.58
"941" "1/10/2001" 7.77 25.89
"942" "2/10/2001" 7.53 26.53
"943" "3/10/2001" 7.49 28.12
"944" "4/10/2001" 7.94 28.22
"945" "5/10/2001" 8.07 28.86
"946" "8/10/2001" 8.1 29.02
"947" "9/10/2001" 8 27.28
"948" "10/10/2001" 8.41 27.76
"949" "11/10/2001" 8.87 28.16
"950" "12/10/2001" 9 28.19
"951" "15/10/2001" 9 29.03
"952" "16/10/2001" 9 29.22
"953" "17/10/2001" 8.5 28.02
"954" "18/10/2001" 9 28.38
"955" "19/10/2001" 9.15 28.95
"956" "22/10/2001" 9.51 30.08
"957" "23/10/2001" 9.07 30.22
"958" "24/10/2001" 9.48 30.66
"959" "25/10/2001" 9.6 31.28
"960" "26/10/2001" 9.34 31.1
"961" "29/10/2001" 8.82 29.82
"962" "30/10/2001" 8.8 29.44
"963" "31/10/2001" 8.78 29.08
"964" "1/11/2001" 9.3 30.92
"965" "2/11/2001" 9.28 30.7
"966" "5/11/2001" 9.54 31.64
"967" "6/11/2001" 9.78 32.39
"968" "7/11/2001" 9.8 32.12
"969" "8/11/2001" 9.36 32.21
"970" "9/11/2001" 9.36 32.6
"971" "12/11/2001" 9.38 32.9
"972" "13/11/2001" 9.68 33.95
"973" "14/11/2001" 9.8 32.98
"974" "15/11/2001" 9.72 33.06
"975" "16/11/2001" 9.48 32.88
"976" "19/11/2001" 10 33.27
"977" "20/11/2001" 9.76 32.7
"978" "21/11/2001" 9.84 32.02
"979" "23/11/2001" 9.92 32.36
"980" "26/11/2001" 10.68 32.57
"981" "27/11/2001" 10.5 31.87
"982" "28/11/2001" 10.26 31.4
"983" "29/11/2001" 10.21 32.42
"984" "30/11/2001" 10.65 32.1
"985" "3/12/2001" 10.52 32.38
"986" "4/12/2001" 11.2 33
"987" "5/12/2001" 11.88 34.05
"988" "6/12/2001" 11.39 34.32
"989" "7/12/2001" 11.27 33.92
"990" "10/12/2001" 11.27 33.53
"991" "11/12/2001" 10.89 33.66
"992" "12/12/2001" 10.74 33.98
"993" "13/12/2001" 10.5 33.14
"994" "14/12/2001" 10.2 33.72
"995" "17/12/2001" 10.31 34.49
"996" "18/12/2001" 10.5 34.64
"997" "19/12/2001" 10.81 34.74
"998" "20/12/2001" 10.34 33.38
"999" "21/12/2001" 10.5 33.77
"1000" "24/12/2001" 10.68 33.64
"1001" "26/12/2001" 10.74 33.84
"1002" "27/12/2001" 11.04 33.92
